symbol,trade_id,entry_time,exit_time,duration_days,entry_price,exit_price,stop_loss,sl_distance_pct,atr_at_entry,direction,exit_reason,gross_return_pct,net_return_pct,is_win,m_ready,m_direction,m_compressed,m_mba_low,m_mba_high,m_continuity,w_ready,w_direction,w_compressed,w_mba_low,w_mba_high,w_continuity,d_ready,d_direction,d_compressed,d_mba_low,d_mba_high,d_continuity,alignment_summary,equity_before,equity_after,btc_regime
USDCADm,4,2025-08-19,2026-02-20,185,1.38661,1.36803,1.37060929,1.15,0.00533357,bullish,end_of_backtest,-1.34,-1.35,False,True,bullish,True,1.358,1.388,2,True,bullish,True,1.3753,1.3798,1,True,bullish,True,1.3782,1.383,2,[V3:balance_aligned] READY (BULLISH),1.06401,1.049646,
USDCHFm,1,2025-04-21,2025-04-29,8,0.80907,0.82325,0.85649571,5.86,0.01580857,bearish,direction_flip,-1.7526,-1.7626,False,True,bearish,True,0.848,0.902,1,True,bearish,True,0.8135,0.8205,1,True,bearish,True,0.815,0.8195,2,[V3:balance_aligned] READY (BEARISH),1.0,0.982374,
USDCHFm,2,2025-05-07,2025-05-27,20,0.82408,0.82714,0.79693429,3.29,0.00904857,bullish,direction_flip,0.3713,0.3613,True,True,bullish,True,0.805,0.868,1,True,bullish,True,0.8195,0.8335,2,True,bullish,True,0.822,0.8253,1,[V3:balance_aligned] READY (BULLISH),0.982374,0.985923,
USDCHFm,3,2025-08-27,2025-10-28,62,0.80153,0.79282,0.81811143,2.07,0.00552714,bearish,direction_flip,1.0867,1.0767,True,True,bearish,True,0.798,0.813,1,True,bearish,True,0.8,0.8105,4,True,bearish,True,0.8005,0.8095,1,[V3:balance_aligned] READY (BEARISH),0.985923,0.996538,
NZDUSDm,1,2024-05-13,2025-08-26,470,0.60221,0.58561,0.58763857,2.42,0.00485714,bullish,direction_flip,-2.7565,-2.7665,False,True,bullish,True,0.585,0.608,1,True,bullish,True,0.598,0.604,1,True,bullish,True,0.6008,0.6036,2,[V3:balance_aligned] READY (BULLISH),1.0,0.972335,
NZDUSDm,2,2025-11-04,2026-02-20,108,0.56411,0.59747,0.57623857,2.15,0.00404286,bearish,end_of_backtest,-5.9137,-5.9237,False,True,bearish,True,0.568,0.5845,1,True,bearish,True,0.5713,0.58,1,True,bearish,True,0.5693,0.573,1,[V3:balance_aligned] READY (BEARISH),0.972335,0.914736,
EURGBPm,1,2024-03-20,2024-03-26,6,0.85452,0.85757,0.86241,0.92,0.00263,bearish,direction_flip,-0.3569,-0.3669,False,True,bearish,True,0.8533,0.857,3,True,bearish,True,0.8533,0.8553,1,True,bearish,True,0.8532,0.8555,1,[V3:balance_aligned] READY (BEARISH),1.0,0.996331,
EURGBPm,2,2024-12-02,2025-04-01,120,0.82936,0.83531,0.84093143,1.4,0.00385714,bearish,direction_flip,-0.7174,-0.7274,False,True,bearish,True,0.826,0.842,2,True,bearish,True,0.83,0.8365,2,True,bearish,True,0.8305,0.8323,1,[V3:balance_aligned] READY (BEARISH),0.996331,0.989083,
EURGBPm,3,2025-10-28,2025-11-25,28,0.87784,0.87875,0.866875,1.25,0.003655,bullish,direction_flip,0.1037,0.0937,True,True,bullish,True,0.8655,0.8815,1,True,bullish,True,0.867,0.8748,1,True,bullish,True,0.871,0.8733,1,[V3:balance_aligned] READY (BULLISH),0.989083,0.99001,
EURGBPm,4,2025-11-26,2026-02-20,86,0.87582,0.87396,0.88723286,1.3,0.00380429,bearish,end_of_backtest,0.2124,0.2024,True,True,bearish,True,0.874,0.8865,1,True,bearish,True,0.878,0.884,2,True,bearish,True,0.8775,0.8792,1,[V3:balance_aligned] READY (BEARISH),0.99001,0.992013,
EURJPYm,1,2024-10-14,2025-01-28,106,163.322,162.198,157.64407143,3.48,1.89264286,bullish,direction_flip,-0.6882,-0.6982,False,True,bullish,True,157.8,162.5,1,True,bullish,True,162.35,163.3,1,True,bullish,True,162.3,163.4,2,[V3:balance_aligned] READY (BULLISH),1.0,0.993018,
EURJPYm,2,2025-02-27,2025-04-29,61,155.98,161.963,160.77357143,3.07,1.59785714,bearish,direction_flip,-3.8357,-3.8457,False,True,bearish,True,154.8,161.2,1,True,bearish,True,155.8,159.8,1,True,bearish,True,156.25,158.0,1,[V3:balance_aligned] READY (BEARISH),0.993018,0.954829,
EURJPYm,3,2025-05-07,2025-07-29,83,162.603,171.431,158.89885714,2.28,1.23471429,bullish,direction_flip,5.4292,5.4192,True,True,bullish,True,159.2,164.5,1,True,bullish,True,161.8,163.5,1,True,bullish,True,161.6,162.95,1,[V3:balance_aligned] READY (BULLISH),0.954829,1.006573,
EURJPYm,4,2025-09-05,2026-02-20,168,172.69,182.67,170.13935714,1.48,0.85021429,bullish,end_of_backtest,5.7791,5.7691,True,True,bullish,True,169.8,173.0,2,True,bullish,True,171.1,172.65,1,True,bullish,True,172.45,173.2,2,[V3:balance_aligned] READY (BULLISH),1.006573,1.064643,
EURAUDm,1,2024-03-26,2025-01-28,308,1.65651,1.66753,1.68161571,1.52,0.00836857,bearish,direction_flip,-0.6653,-0.6753,False,True,bearish,True,1.644,1.674,3,True,bearish,True,1.648,1.668,1,True,bearish,True,1.6535,1.6598,1,[V3:balance_aligned] READY (BEARISH),1.0,0.993247,
EURAUDm,2,2025-06-03,2025-10-28,147,1.76083,1.77015,1.72294857,2.15,0.01262714,bullish,direction_flip,0.5293,0.5193,True,True,bullish,True,1.725,1.77,1,True,bullish,True,1.745,1.77,1,True,bullish,True,1.758,1.7655,1,[V3:balance_aligned] READY (BULLISH),0.993247,0.998405,
EURAUDm,3,2025-12-23,2026-02-20,59,1.75968,1.66295,1.786785,1.54,0.009035,bearish,end_of_backtest,5.497,5.487,True,True,bearish,True,1.758,1.798,2,True,bearish,True,1.762,1.7805,1,True,bearish,True,1.765,1.7717,1,[V3:balance_aligned] READY (BEARISH),0.998405,1.053188,
EURNZDm,1,2024-03-11,2024-06-25,106,1.77133,1.75052,1.736665,1.96,0.011555,bullish,direction_flip,-1.1748,-1.1848,False,True,bullish,True,1.74,1.792,1,True,bullish,True,1.755,1.782,1,True,bullish,True,1.765,1.7765,2,[V3:balance_aligned] READY (BULLISH),1.0,0.988152,
EURNZDm,2,2024-12-02,2025-01-28,57,1.78444,1.84074,1.81951214,1.97,0.01169071,bearish,direction_flip,-3.1551,-3.1651,False,True,bearish,True,1.775,1.823,3,True,bearish,True,1.774,1.807,2,True,bearish,True,1.781,1.7925,1,[V3:balance_aligned] READY (BEARISH),0.988152,0.956876,
EURNZDm,3,2025-08-01,2026-02-20,203,1.95864,1.97137,1.92007286,1.97,0.01285571,bullish,end_of_backtest,0.6499,0.6399,True,True,bullish,True,1.94,1.958,1,True,bullish,True,1.939,1.968,2,True,bullish,True,1.928,1.941,1,[V3:balance_aligned] READY (BULLISH),0.956876,0.963,
EURCADm,1,2024-05-07,2024-05-28,21,1.47623,1.4808,1.45886643,1.18,0.00578786,bullish,direction_flip,0.3096,0.2996,True,True,bullish,True,1.455,1.476,1,True,bullish,True,1.46,1.4745,1,True,bullish,True,1.467,1.4733,1,[V3:balance_aligned] READY (BULLISH),1.0,1.002996,
EURCADm,2,2024-05-30,2024-10-29,152,1.48205,1.5055,1.49601286,0.94,0.00465429,bearish,direction_flip,-1.5823,-1.5923,False,True,bearish,True,1.469,1.488,1,True,bearish,True,1.4775,1.488,1,True,bearish,True,1.479,1.4845,2,[V3:balance_aligned] READY (BEARISH),1.002996,0.987025,
